ID,CNumber,Target,Screen Conc(0.001),% Activity Remaining,Standard Deviation,Screen Conc(0.01),% Activity Remaining.1,Standard Deviation.1,Screen Conc(0.1),% Activity Remaining.2,Standard Deviation.2,Screen Conc(0.1-1.0),% Activity Remaining.3,Standard Deviation.3,Screen Conc(1.0),% Activity Remaining.4,Standard Deviation.4,Screen Conc(1.0-5.0),% Activity Remaining.5,Standard Deviation.5,Screen Conc(5.0-10.0),% Activity Remaining.6,Standard Deviation.6,Screen Conc(10.0),% Activity Remaining.7,Standard Deviation.7,Screen Conc(10.0-25.0),% Activity Remaining.8,Standard Deviation.8,Screen Conc(25.0),% Activity Remaining.9,Standard Deviation.9,Screen Conc(25.0-50.0),% Activity Remaining.10,Standard Deviation.10,Screen Conc(50.0),% Activity Remaining.11,Standard Deviation.11,Screen Conc(100.0),% Activity Remaining.12,Standard Deviation.12,Screen Conc(>100.0),% Activity Remaining.13,Standard Deviation.13
2515,17.0,Q92974,,,,,,,0.1,89,8,,,,1.0,100,2,,,,,,,10.0,73,3,,,,,,,,,,,,,,,,,,
2516,17.0,P54762,,,,,,,0.1,88,1,,,,1.0,100,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2517,17.0,Q9H2X6,,,,,,,0.1,93,3,,,,1.0,94,5,,,,,,,10.0,36,1,,,,,,,,,,,,,,,,,,
2518,17.0,P29323,,,,,,,0.1,110,7,,,,1.0,140,21,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2519,17.0,O96013,,,,,,,0.1,86,1,,,,1.0,95,2,,,,,,,10.0,113,3,,,,,,,,,,,,,,,,,,
2520,17.0,P54753,,,,,,,0.1,115,1,,,,1.0,114,2,,,,,,,10.0,82,5,,,,,,,,,,,,,,,,,,
2521,17.0,Q9NQU5,,,,,,,0.1,93,5,,,,1.0,90,0,,,,,,,10.0,95,7,,,,,,,,,,,,,,,,,,
2522,17.0,P54760,,,,,,,0.1,106,9,,,,1.0,102,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2523,17.0,Q13177,,,,,,,0.1,98,12,,,,1.0,94,13,,,,,,,10.0,79,5,,,,,,,,,,,,,,,,,,
2524,17.0,P11362,,,,,,,0.1,108,6,,,,1.0,115,2,,,,,,,10.0,81,5,,,,,,,,,,,,,,,,,,
2525,17.0,P14616,,,,,,,0.1,105,5,,,,1.0,85,7,,,,,,,10.0,70,0,,,,,,,,,,,,,,,,,,
2526,17.0,Q9P289,,,,,,,0.1,83,10,,,,1.0,88,8,,,,,,,10.0,100,5,,,,,,,,,,,,,,,,,,
2527,17.0,Q15303,,,,,,,0.1,107,8,,,,1.0,105,8,,,,,,,10.0,77,1,,,,,,,,,,,,,,,,,,
2528,17.0,P08069,,,,,,,0.1,73,6,,,,1.0,86,7,,,,,,,10.0,19,2,,,,,,,,,,,,,,,,,,
2529,17.0,CDK9-Cyclin T1,,,,,,,0.1,95,6,,,,1.0,84,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2530,17.0,P35568,,,,,,,0.1,79,6,,,,1.0,61,4,,,,,,,10.0,66,1,,,,,,,,,,,,,,,,,,
2531,17.0,Aurora A,,,,,,,0.1,100,2,,,,1.0,119,11,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2532,17.0,P04629,,,,,,,0.1,110,14,,,,1.0,92,16,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2533,17.0,Q16832,,,,,,,0.1,100,2,,,,1.0,104,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2534,17.0,Aurora C,,,,,,,0.1,116,3,,,,1.0,None,None,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2535,17.0,P17948,,,,,,,0.1,103,1,,,,1.0,99,3,,,,,,,10.0,114,1,,,,,,,,,,,,,,,,,,
2536,17.0,Q9UKI8,,,,,,,0.1,100,1,,,,1.0,115,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2537,17.0,Q02750,,,,,,,0.1,95,8,,,,1.0,99,13,,,,,,,10.0,72,6,,,,,,,,,,,,,,,,,,
2538,17.0,Q15831,,,,,,,0.1,94,10,,,,1.0,85,2,,,,,,,10.0,83,7,,,,,,,,,,,,,,,,,,
2539,17.0,P36507,,,,,,,0.1,93,10,,,,1.0,104,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2540,17.0,P52564,,,,,,,0.1,99,11,,,,1.0,83,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2541,17.0,Q9P0L2,,,,,,,0.1,90,6,,,,1.0,98,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2542,17.0,P27361,,,,,,,0.1,92,6,,,,1.0,103,3,,,,,,,10.0,74,2,,,,,,,,,,,,,,,,,,
2543,17.0,Q7KZI7,,,,,,,0.1,93,3,,,,1.0,93,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2544,17.0,P28482,,,,,,,0.1,94,8,,,,1.0,94,3,,,,,,,10.0,92,11,,,,,,,,,,,,,,,,,,
2545,17.0,P45983,,,,,,,0.1,85,6,,,,1.0,93,1,,,,,,,10.0,84,5,,,,,,,,,,,,,,,,,,
2546,17.0,Q96L34,,,,,,,0.1,93,3,,,,1.0,83,9,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2547,17.0,P45984,,,,,,,0.1,94,1,,,,1.0,93,10,,,,,,,10.0,84,1,,,,,,,,,,,,,,,,,,
2548,17.0,Q8TDC3,,,,,,,0.1,109,1,,,,1.0,102,10,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2549,17.0,P53779,,,,,,,0.1,96,2,,,,1.0,90,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2550,17.0,p38 alpha MAPK,,,,,,,0.1,102,6,,,,1.0,94,12,,,,,,,10.0,90,1,,,,,,,,,,,,,,,,,,
2551,17.0,p38 beta MAPK,,,,,,,0.1,109,3,,,,1.0,106,12,,,,,,,10.0,84,4,,,,,,,,,,,,,,,,,,
2552,17.0,O60285,,,,,,,0.1,97,5,,,,1.0,75,1,,,,,,,10.0,116,10,,,,,,,,,,,,,,,,,,
2553,17.0,p38 gamma MAPK,,,,,,,0.1,99,6,,,,1.0,104,3,,,,,,,10.0,101,13,,,,,,,,,,,,,,,,,,
2554,17.0,Q9H0K1,,,,,,,0.1,83,9,,,,1.0,111,7,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2555,17.0,p38 delta MAPK,,,,,,,0.1,99,1,,,,1.0,100,15,,,,,,,10.0,96,4,,,,,,,,,,,,,,,,,,
2556,17.0,Q9Y2K2,,,,,,,0.1,88,4,,,,1.0,82,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2557,17.0,Q8TD08,,,,,,,0.1,107,2,,,,1.0,109,15,,,,,,,10.0,115,6,,,,,,,,,,,,,,,,,,
2558,17.0,Q9BXA7,,,,,,,0.1,87,5,,,,1.0,78,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2559,17.0,Q8TDC3,,,,,,,0.1,95,1,,,,1.0,73,6,,,,,,,10.0,30,4,,,,,,,,,,,,,,,,,,
2560,17.0,CK1 gamma 2,,,,,,,0.1,76,13,,,,1.0,89,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2561,17.0,Q8IWQ3,,,,,,,0.1,104,3,,,,1.0,69,4,,,,,,,10.0,27,5,,,,,,,,,,,,,,,,,,
2562,17.0,O15530,,,,,,,0.1,103,11,,,,1.0,104,10,,,,,,,10.0,91,6,,,,,,,,,,,,,,,,,,
2563,17.0,PKB alpha ,,,,,,,0.1,103,4,,,,1.0,106,4,,,,,,,10.0,81,1,,,,,,,,,,,,,,,,,,
2564,17.0,Q5TCY1,,,,,,,0.1,95,5,,,,1.0,105,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2565,17.0,PKB beta ,,,,,,,0.1,97,5,,,,1.0,90,6,,,,,,,10.0,85,2,,,,,,,,,,,,,,,,,,
2566,17.0,O00141,,,,,,,0.1,101,4,,,,1.0,108,5,,,,,,,10.0,84,3,,,,,,,,,,,,,,,,,,
2567,17.0,P23443,,,,,,,0.1,94,14,,,,1.0,106,4,,,,,,,10.0,77,10,,,,,,,,,,,,,,,,,,
2568,17.0,P23677,,,,,,,0.1,98,7,,,,1.0,101,3,,,,,,,10.0,81,0,,,,,,,,,,,,,,,,,,
2569,17.0,ROCK 2,,,,,,,0.1,83,3,,,,1.0,89,4,,,,,,,10.0,89,3,,,,,,,,,,,,,,,,,,
2570,17.0,Q16513,,,,,,,0.1,94,2,,,,1.0,85,7,,,,,,,10.0,95,4,,,,,,,,,,,,,,,,,,
2571,17.0,PKC alpha ,,,,,,,0.1,113,5,,,,1.0,117,10,,,,,,,10.0,83,2,,,,,,,,,,,,,,,,,,
2572,17.0,IKK epsilon ,,,,,,,0.1,91,4,,,,1.0,99,2,,,,,,,10.0,94,5,,,,,,,,,,,,,,,,,,
2573,17.0,PKC gamma ,,,,,,,0.1,107,8,,,,1.0,106,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2574,17.0,Q9UHD2,,,,,,,0.1,106,1,,,,1.0,82,2,,,,,,,10.0,90,1,,,,,,,,,,,,,,,,,,
2575,17.0,PKC zeta ,,,,,,,0.1,104,0,,,,1.0,109,8,,,,,,,10.0,95,12,,,,,,,,,,,,,,,,,,
2576,17.0,Q15139,,,,,,,0.1,90,12,,,,1.0,48,2,,,,,,,10.0,10,1,,,,,,,,,,,,,,,,,,
2577,17.0,Q9BYT3,,,,,,,0.1,97,9,,,,1.0,78,18,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2578,17.0,P05556,,,,,,,0.1,96,13,,,,1.0,105,1,,,,,,,10.0,85,0,,,,,,,,,,,,,,,,,,
2579,17.0,Q9BUB5,,,,,,,0.1,112,2,,,,1.0,112,2,,,,,,,10.0,91,9,,,,,,,,,,,,,,,,,,
2580,17.0,Q9HBH9,,,,,,,0.1,93,9,,,,1.0,92,7,,,,,,,10.0,98,11,,,,,,,,,,,,,,,,,,
2581,17.0,Q9NZJ5,,,,,,,0.1,64,3,,,,1.0,24,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2582,17.0,MAPKAP-K2 ,,,,,,,0.1,92,7,,,,1.0,90,2,,,,,,,10.0,74,4,,,,,,,,,,,,,,,,,,
2583,17.0,Q86Z02,,,,,,,0.1,104,4,,,,1.0,109,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2584,17.0,Q16644,,,,,,,0.1,99,13,,,,1.0,98,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2585,17.0,Q8IW41,,,,,,,0.1,96,4,,,,1.0,97,15,,,,,,,10.0,93,4,,,,,,,,,,,,,,,,,,
2586,17.0,Q9H422,,,,,,,0.1,97,9,,,,1.0,100,7,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2587,17.0,CAMKK beta ,,,,,,,0.1,24,6,,,,1.0,16,4,,,,,,,10.0,14,1,,,,,,,,,,,,,,,,,,
2588,17.0,Q9Y4R8,,,,,,,0.1,64,10,,,,1.0,21,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2589,17.0,Q8IU85,,,,,,,0.1,99,6,,,,1.0,89,3,,,,,,,10.0,47,1,,,,,,,,,,,,,,,,,,
2590,17.0,Q13177,,,,,,,0.1,85,4,,,,1.0,92,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2591,17.0,SmMLCK,,,,,,,0.1,69,0,,,,1.0,23,0,,,,,,,10.0,14,3,,,,,,,,,,,,,,,,,,
2592,17.0,O60285,,,,,,,0.1,89,2,,,,1.0,80,3,,,,,,,10.0,29,3,,,,,,,,,,,,,,,,,,
2593,17.0,P53355,,,,,,,0.1,88,6,,,,1.0,60,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2594,17.0,O14757,,,,,,,0.1,105,12,,,,1.0,98,9,,,,,,,10.0,77,1,,,,,,,,,,,,,,,,,,
2595,17.0,O96017,,,,,,,0.1,90,4,,,,1.0,58,4,,,,,,,10.0,26,3,,,,,,,,,,,,,,,,,,
2596,17.0,Q9P289,,,,,,,0.1,109,19,,,,1.0,93,15,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2597,17.0,GSK3 beta ,,,,,,,0.1,84,1,,,,1.0,90,4,,,,,,,10.0,101,14,,,,,,,,,,,,,,,,,,
2598,17.0,Q8N4C8,,,,,,,0.1,95,9,,,,1.0,92,2,,,,,,,10.0,67,4,,,,,,,,,,,,,,,,,,
2599,17.0,Q8N4C8,,,,,,,0.1,85,2,,,,1.0,77,1,,,,,,,10.0,55,3,,,,,,,,,,,,,,,,,,
2600,17.0,Q13233,,,,,,,0.1,94,19,,,,1.0,90,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2601,17.0,P80192,,,,,,,0.1,99,6,,,,1.0,94,2,,,,,,,10.0,80,16,,,,,,,,,,,,,,,,,,
2602,17.0,Q16584,,,,,,,0.1,89,6,,,,1.0,86,5,,,,,,,10.0,97,5,,,,,,,,,,,,,,,,,,
2603,17.0,Q15569,,,,,,,0.1,91,6,,,,1.0,99,7,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2604,17.0,Q7L7X3,,,,,,,0.1,92,1,,,,1.0,97,10,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2605,17.0,O14649,,,,,,,0.1,93,8,,,,1.0,120,12,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2606,131.0,Q02750,,,,,,,0.1,101,12,,,,1.0,84,15,,,,,,,10.0,90,8,,,,,,,,,,,,,,,,,,
2607,131.0,P36507,,,,,,,0.1,95,1,,,,1.0,80,11,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2608,131.0,P52564,,,,,,,0.1,103,6,,,,1.0,90,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2609,131.0,P27361,,,,,,,0.1,106,4,,,,1.0,123,8,,,,,,,10.0,83,5,,,,,,,,,,,,,,,,,,
2610,131.0,P28482,,,,,,,0.1,96,7,,,,1.0,94,14,,,,,,,10.0,98,0,,,,,,,,,,,,,,,,,,
2611,131.0,P45983,,,,,,,0.1,92,6,,,,1.0,93,2,,,,,,,10.0,95,1,,,,,,,,,,,,,,,,,,
2612,131.0,P45984,,,,,,,0.1,105,3,,,,1.0,97,3,,,,,,,10.0,87,0,,,,,,,,,,,,,,,,,,
2613,131.0,P53779,,,,,,,0.1,108,13,,,,1.0,95,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2614,131.0,p38 alpha MAPK,,,,,,,0.1,97,8,,,,1.0,81,7,,,,,,,10.0,94,4,,,,,,,,,,,,,,,,,,
2615,131.0,p38 beta MAPK,,,,,,,0.1,99,0,,,,1.0,89,2,,,,,,,10.0,110,2,,,,,,,,,,,,,,,,,,
2616,131.0,p38 gamma MAPK,,,,,,,0.1,85,9,,,,1.0,87,5,,,,,,,10.0,110,2,,,,,,,,,,,,,,,,,,
2617,131.0,p38 delta MAPK,,,,,,,0.1,93,1,,,,1.0,75,0,,,,,,,10.0,104,3,,,,,,,,,,,,,,,,,,
2618,131.0,Q8TD08,,,,,,,0.1,105,2,,,,1.0,113,3,,,,,,,10.0,148,26,,,,,,,,,,,,,,,,,,
2619,131.0,Q8TDC3,,,,,,,0.1,91,2,,,,1.0,76,11,,,,,,,10.0,69,12,,,,,,,,,,,,,,,,,,
2620,131.0,Q8IWQ3,,,,,,,0.1,89,2,,,,1.0,53,5,,,,,,,10.0,24,2,,,,,,,,,,,,,,,,,,
2621,131.0,O15530,,,,,,,0.1,97,4,,,,1.0,90,4,,,,,,,10.0,125,7,,,,,,,,,,,,,,,,,,
2622,131.0,PKB alpha ,,,,,,,0.1,99,1,,,,1.0,92,1,,,,,,,10.0,98,10,,,,,,,,,,,,,,,,,,
2623,131.0,PKB beta ,,,,,,,0.1,90,8,,,,1.0,46,5,,,,,,,10.0,1,0,,,,,,,,,,,,,,,,,,
2624,131.0,O00141,,,,,,,0.1,102,0,,,,1.0,93,2,,,,,,,10.0,116,17,,,,,,,,,,,,,,,,,,
2625,131.0,P23443,,,,,,,0.1,101,7,,,,1.0,92,4,,,,,,,10.0,18,0,,,,,,,,,,,,,,,,,,
2626,131.0,P23677,,,,,,,0.1,98,3,,,,1.0,95,3,,,,,,,10.0,98,4,,,,,,,,,,,,,,,,,,
2627,131.0,ROCK 2,,,,,,,0.1,95,6,,,,1.0,88,1,,,,,,,10.0,91,2,,,,,,,,,,,,,,,,,,
2628,131.0,Q16513,,,,,,,0.1,92,9,,,,1.0,86,6,,,,,,,10.0,95,3,,,,,,,,,,,,,,,,,,
2629,131.0,PKC alpha ,,,,,,,0.1,98,0,,,,1.0,98,5,,,,,,,10.0,49,2,,,,,,,,,,,,,,,,,,
2630,131.0,PKC zeta ,,,,,,,0.1,107,8,,,,1.0,103,3,,,,,,,10.0,65,2,,,,,,,,,,,,,,,,,,
2631,131.0,Q15139,,,,,,,0.1,89,3,,,,1.0,77,5,,,,,,,10.0,63,2,,,,,,,,,,,,,,,,,,
2632,131.0,P05556,,,,,,,0.1,90,1,,,,1.0,82,2,,,,,,,10.0,85,0,,,,,,,,,,,,,,,,,,
2633,131.0,Q9BUB5,,,,,,,0.1,106,15,,,,1.0,98,10,,,,,,,10.0,96,0,,,,,,,,,,,,,,,,,,
2634,131.0,Q9HBH9,,,,,,,0.1,100,2,,,,1.0,95,3,,,,,,,10.0,90,0,,,,,,,,,,,,,,,,,,
2635,131.0,MAPKAP-K2 ,,,,,,,0.1,93,4,,,,1.0,94,9,,,,,,,10.0,82,9,,,,,,,,,,,,,,,,,,
2636,131.0,Q16644,,,,,,,0.1,89,2,,,,1.0,73,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2637,131.0,Q8IW41,,,,,,,0.1,94,0,,,,1.0,87,1,,,,,,,10.0,80,4,,,,,,,,,,,,,,,,,,
2638,131.0,CAMKK beta ,,,,,,,0.1,84,7,,,,1.0,83,11,,,,,,,10.0,80,1,,,,,,,,,,,,,,,,,,
2639,131.0,Q8IU85,,,,,,,0.1,80,4,,,,1.0,50,2,,,,,,,10.0,12,3,,,,,,,,,,,,,,,,,,
2640,131.0,SmMLCK,,,,,,,0.1,88,8,,,,1.0,92,9,,,,,,,10.0,91,11,,,,,,,,,,,,,,,,,,
2641,131.0,O60285,,,,,,,0.1,117,4,,,,1.0,107,1,,,,,,,10.0,105,2,,,,,,,,,,,,,,,,,,
2642,131.0,P53355,,,,,,,0.1,101,1,,,,1.0,75,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2643,131.0,O14757,,,,,,,0.1,102,14,,,,1.0,92,10,,,,,,,10.0,100,3,,,,,,,,,,,,,,,,,,
2644,131.0,O96017,,,,,,,0.1,109,3,,,,1.0,97,8,,,,,,,10.0,87,0,,,,,,,,,,,,,,,,,,
2645,131.0,GSK3 beta ,,,,,,,0.1,93,1,,,,1.0,87,4,,,,,,,10.0,84,4,,,,,,,,,,,,,,,,,,
2646,131.0,CDK2-Cyclin A,,,,,,,0.1,82,5,,,,1.0,84,7,,,,,,,10.0,84,8,,,,,,,,,,,,,,,,,,
2647,131.0,P53350,,,,,,,0.1,91,1,,,,1.0,73,1,,,,,,,10.0,3,0,,,,,,,,,,,,,,,,,,
2648,131.0,Aurora A,,,,,,,0.1,88,0,,,,1.0,71,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2649,131.0,Aurora B,,,,,,,0.1,82,1,,,,1.0,38,4,,,,,,,10.0,2,0,,,,,,,,,,,,,,,,,,
2650,131.0,Q15831,,,,,,,0.1,85,3,,,,1.0,74,7,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2651,131.0,Q9Y478,,,,,,,0.1,83,8,,,,1.0,71,3,,,,,,,10.0,91,11,,,,,,,,,,,,,,,,,,
2652,131.0,Q9P0L2,,,,,,,0.1,88,8,,,,1.0,94,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2653,131.0,Q7KZI7,,,,,,,0.1,87,4,,,,1.0,72,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2654,131.0,P27448,,,,,,,0.1,98,6,,,,1.0,84,2,,,,,,,10.0,83,5,,,,,,,,,,,,,,,,,,
2655,131.0,Q96L34,,,,,,,0.1,86,1,,,,1.0,72,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2656,131.0,Q8TDC3,,,,,,,0.1,99,11,,,,1.0,86,11,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2657,131.0,Q8IWQ3,,,,,,,0.1,90,5,,,,1.0,71,2,,,,,,,10.0,70,8,,,,,,,,,,,,,,,,,,
2658,131.0,Q14680,,,,,,,0.1,121,7,,,,1.0,86,5,,,,,,,10.0,78,14,,,,,,,,,,,,,,,,,,
2659,131.0,O60285,,,,,,,0.1,80,4,,,,1.0,85,14,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2660,131.0,CK1 delta ,,,,,,,0.1,99,2,,,,1.0,101,4,,,,,,,10.0,119,5,,,,,,,,,,,,,,,,,,
2661,131.0,P67870,,,,,,,0.1,118,4,,,,1.0,108,2,,,,,,,10.0,106,4,,,,,,,,,,,,,,,,,,
2662,131.0,Q13627,,,,,,,0.1,105,5,,,,1.0,97,1,,,,,,,10.0,98,5,,,,,,,,,,,,,,,,,,
2663,131.0,Q92630,,,,,,,0.1,86,1,,,,1.0,75,3,,,,,,,10.0,76,3,,,,,,,,,,,,,,,,,,
2664,131.0,O43781,,,,,,,0.1,105,1,,,,1.0,89,10,,,,,,,10.0,64,3,,,,,,,,,,,,,,,,,,
2665,131.0,NEK2a,,,,,,,0.1,74,5,,,,1.0,25,6,,,,,,,10.0,1,0,,,,,,,,,,,,,,,,,,
2666,131.0,Q9HC98,,,,,,,0.1,111,14,,,,1.0,93,2,,,,,,,10.0,24,2,,,,,,,,,,,,,,,,,,
2667,131.0,IKK beta ,,,,,,,0.1,97,5,,,,1.0,82,0,,,,,,,10.0,27,2,,,,,,,,,,,,,,,,,,
2668,131.0,IKK epsilon ,,,,,,,0.1,93,4,,,,1.0,73,1,,,,,,,10.0,79,0,,,,,,,,,,,,,,,,,,
2669,131.0,Q9UHD2,,,,,,,0.1,82,2,,,,1.0,75,1,,,,,,,10.0,73,9,,,,,,,,,,,,,,,,,,
2670,131.0,P11309,,,,,,,0.1,89,5,,,,1.0,68,2,,,,,,,10.0,63,0,,,,,,,,,,,,,,,,,,
2671,131.0,Q9P1W9,,,,,,,0.1,99,6,,,,1.0,100,14,,,,,,,10.0,123,11,,,,,,,,,,,,,,,,,,
2672,131.0,Q86V86,,,,,,,0.1,115,5,,,,1.0,93,8,,,,,,,10.0,78,1,,,,,,,,,,,,,,,,,,
2673,131.0,Q96SB4,,,,,,,0.1,97,0,,,,1.0,85,5,,,,,,,10.0,105,8,,,,,,,,,,,,,,,,,,
2674,131.0,Q92974,,,,,,,0.1,109,12,,,,1.0,89,6,,,,,,,10.0,83,6,,,,,,,,,,,,,,,,,,
2675,131.0,Q86Z02,,,,,,,0.1,86,10,,,,1.0,86,10,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2676,131.0,Q9H2X6,,,,,,,0.1,97,8,,,,1.0,100,4,,,,,,,10.0,118,1,,,,,,,,,,,,,,,,,,
2677,131.0,Q9H422,,,,,,,0.1,91,4,,,,1.0,93,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2678,131.0,Q9Y4R8,,,,,,,0.1,96,6,,,,1.0,92,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2679,131.0,Q13177,,,,,,,0.1,106,6,,,,1.0,90,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2680,131.0,O96013,,,,,,,0.1,102,10,,,,1.0,90,10,,,,,,,10.0,120,1,,,,,,,,,,,,,,,,,,
2681,131.0,Q9NQU5,,,,,,,0.1,81,5,,,,1.0,79,7,,,,,,,10.0,101,5,,,,,,,,,,,,,,,,,,
2682,131.0,Q13177,,,,,,,0.1,79,5,,,,1.0,74,4,,,,,,,10.0,91,0,,,,,,,,,,,,,,,,,,
2683,131.0,Q13188,,,,,,,0.1,97,7,,,,1.0,80,3,,,,,,,10.0,80,3,,,,,,,,,,,,,,,,,,
2684,131.0,Q9P289,,,,,,,0.1,105,8,,,,1.0,82,5,,,,,,,10.0,34,4,,,,,,,,,,,,,,,,,,
2685,131.0,Q8N4C8,,,,,,,0.1,97,9,,,,1.0,84,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2686,131.0,Q8N4C8,,,,,,,0.1,94,10,,,,1.0,68,6,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2687,131.0,Q13233,,,,,,,0.1,120,0,,,,1.0,96,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2688,131.0,P80192,,,,,,,0.1,59,1,,,,1.0,51,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2689,131.0,Q16584,,,,,,,0.1,90,2,,,,1.0,89,6,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2690,131.0,Q7L7X3,,,,,,,0.1,100,9,,,,1.0,85,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2691,131.0,O14649,,,,,,,0.1,100,4,,,,1.0,95,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2692,131.0,P27448,,,,,,,0.1,93,6,,,,1.0,90,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2693,131.0,Q9NWZ3,,,,,,,0.1,92,1,,,,1.0,81,9,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2694,131.0,O43353,,,,,,,0.1,93,0,,,,1.0,92,12,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2695,131.0,P33981,,,,,,,0.1,92,10,,,,1.0,84,6,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2696,131.0,Q14247,,,,,,,0.1,122,4,,,,1.0,55,8,,,,,,,10.0,82,7,,,,,,,,,,,,,,,,,,
2697,131.0,Q13501,,,,,,,0.1,107,4,,,,1.0,93,2,,,,,,,10.0,93,2,,,,,,,,,,,,,,,,,,
2698,131.0,P67870,,,,,,,0.1,101,11,,,,1.0,85,2,,,,,,,10.0,91,7,,,,,,,,,,,,,,,,,,
2699,131.0,P07947,,,,,,,0.1,92,1,,,,1.0,78,8,,,,,,,10.0,63,4,,,,,,,,,,,,,,,,,,
2700,131.0,Q06187,,,,,,,0.1,71,4,,,,1.0,23,4,,,,,,,10.0,2,0,,,,,,,,,,,,,,,,,,
2701,131.0,O60674,,,,,,,0.1,89,14,,,,1.0,94,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2702,131.0,P43405,,,,,,,0.1,92,7,,,,1.0,103,13,,,,,,,10.0,95,3,,,,,,,,,,,,,,,,,,
2703,131.0,P29317,,,,,,,0.1,88,15,,,,1.0,74,9,,,,,,,10.0,110,16,,,,,,,,,,,,,,,,,,
2704,131.0,P54764,,,,,,,0.1,99,9,,,,1.0,102,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2705,131.0,P54762,,,,,,,0.1,97,6,,,,1.0,99,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2706,131.0,P29323,,,,,,,0.1,103,6,,,,1.0,119,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
