ID,CNumber,Target,Screen Conc(0.001),% Activity Remaining,Standard Deviation,Screen Conc(0.01),% Activity Remaining.1,Standard Deviation.1,Screen Conc(0.1),% Activity Remaining.2,Standard Deviation.2,Screen Conc(0.1-1.0),% Activity Remaining.3,Standard Deviation.3,Screen Conc(1.0),% Activity Remaining.4,Standard Deviation.4,Screen Conc(1.0-5.0),% Activity Remaining.5,Standard Deviation.5,Screen Conc(5.0-10.0),% Activity Remaining.6,Standard Deviation.6,Screen Conc(10.0),% Activity Remaining.7,Standard Deviation.7,Screen Conc(10.0-25.0),% Activity Remaining.8,Standard Deviation.8,Screen Conc(25.0),% Activity Remaining.9,Standard Deviation.9,Screen Conc(25.0-50.0),% Activity Remaining.10,Standard Deviation.10,Screen Conc(50.0),% Activity Remaining.11,Standard Deviation.11,Screen Conc(100.0),% Activity Remaining.12,Standard Deviation.12,Screen Conc(>100.0),% Activity Remaining.13,Standard Deviation.13
18943,181.0,p38 beta MAPK,,,,,,,0.1,117,6,,,,1.0,102,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18944,181.0,p38 gamma MAPK,,,,,,,0.1,106,5,,,,1.0,89,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
18945,181.0,p38 delta MAPK,,,,,,,0.1,111,6,,,,1.0,86,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
18946,181.0,Q8TD08,,,,,,,0.1,43,9,,,,1.0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18947,181.0,Q8TDC3,,,,,,,0.1,93,11,,,,1.0,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18948,181.0,Q8IWQ3,,,,,,,0.1,82,12,,,,1.0,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18949,181.0,O15530,,,,,,,0.1,108,3,,,,1.0,79,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
18950,181.0,PKB alpha ,,,,,,,0.1,105,3,,,,1.0,105,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
18951,181.0,PKB beta ,,,,,,,0.1,109,9,,,,1.0,82,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
18952,181.0,O00141,,,,,,,0.1,105,2,,,,1.0,91,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
18953,181.0,P23443,,,,,,,0.1,102,6,,,,1.0,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18954,181.0,P23677,,,,,,,0.1,111,6,,,,1.0,64,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
18955,181.0,ROCK 2,,,,,,,0.1,97,2,,,,1.0,109,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
18956,181.0,Q16513,,,,,,,0.1,90,6,,,,1.0,71,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
18957,181.0,PKC alpha ,,,,,,,0.1,89,0,,,,1.0,86,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
18958,181.0,PKC gamma ,,,,,,,0.1,98,4,,,,1.0,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18959,181.0,PKC zeta ,,,,,,,0.1,113,14,,,,1.0,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18960,181.0,Q15139,,,,,,,0.1,101,0,,,,1.0,92,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
18961,181.0,Q9BYT3,,,,,,,0.1,95,14,,,,1.0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18962,181.0,P05556,,,,,,,0.1,100,2,,,,1.0,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18963,181.0,Q9BUB5,,,,,,,0.1,88,10,,,,1.0,93,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
18964,181.0,Q9HBH9,,,,,,,0.1,85,11,,,,1.0,99,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
18965,181.0,MAPKAP-K2 ,,,,,,,0.1,89,4,,,,1.0,94,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
18966,181.0,Q16644,,,,,,,0.1,95,13,,,,1.0,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18967,181.0,Q8IW41,,,,,,,0.1,106,2,,,,1.0,74,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
18968,181.0,CAMKK beta ,,,,,,,0.1,86,1,,,,1.0,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18969,181.0,Q8IU85,,,,,,,0.1,91,8,,,,1.0,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18970,181.0,SmMLCK,,,,,,,0.1,113,11,,,,1.0,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
18971,181.0,O60285,,,,,,,0.1,109,3,,,,1.0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18972,181.0,P53355,,,,,,,0.1,106,5,,,,1.0,89,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
18973,181.0,O14757,,,,,,,0.1,116,14,,,,1.0,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18974,181.0,O96017,,,,,,,0.1,98,0,,,,1.0,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18975,181.0,GSK3 beta ,,,,,,,0.1,91,6,,,,1.0,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18976,181.0,CDK2-Cyclin A,,,,,,,0.1,5,0,,,,1.0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18977,181.0,P53350,,,,,,,0.1,106,3,,,,1.0,69,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
18978,181.0,Aurora A,,,,,,,0.1,95,0,,,,1.0,49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
18979,181.0,Aurora B,,,,,,,0.1,93,3,,,,1.0,84,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
18980,181.0,Q15831,,,,,,,0.1,88,6,,,,1.0,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18981,181.0,Q9Y478,,,,,,,0.1,107,1,,,,1.0,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
18982,181.0,Q9P0L2,,,,,,,0.1,115,0,,,,1.0,78,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
18983,181.0,Q7KZI7,,,,,,,0.1,109,7,,,,1.0,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18984,181.0,P27448,,,,,,,0.1,112,1,,,,1.0,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18985,181.0,Q96L34,,,,,,,0.1,115,7,,,,1.0,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
18986,181.0,Q8TDC3,,,,,,,0.1,91,7,,,,1.0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18987,181.0,Q8IWQ3,,,,,,,0.1,103,0,,,,1.0,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18988,181.0,Q14680,,,,,,,0.1,90,4,,,,1.0,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18989,181.0,O60285,,,,,,,0.1,99,12,,,,1.0,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
18990,181.0,CK1 delta ,,,,,,,0.1,107,14,,,,1.0,58,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
18991,181.0,P67870,,,,,,,0.1,101,15,,,,1.0,62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
18992,181.0,Q13627,,,,,,,0.1,65,1,,,,1.0,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18993,181.0,Q92630,,,,,,,0.1,113,0,,,,1.0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18994,181.0,O43781,,,,,,,0.1,96,10,,,,1.0,92,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18995,181.0,NEK2a,,,,,,,0.1,99,0,,,,1.0,72,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
18996,181.0,Q9HC98,,,,,,,0.1,92,5,,,,1.0,86,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18997,181.0,IKK beta ,,,,,,,0.1,102,1,,,,1.0,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
18998,181.0,IKK epsilon ,,,,,,,0.1,108,7,,,,1.0,74,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
18999,181.0,Q9UHD2,,,,,,,0.1,94,12,,,,1.0,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,181.0,P11309,,,,,,,0.1,96,2,,,,1.0,69,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
19001,181.0,Q9P1W9,,,,,,,0.1,111,3,,,,1.0,97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
19002,181.0,Q86V86,,,,,,,0.1,45,14,,,,1.0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19003,181.0,Q96SB4,,,,,,,0.1,71,9,,,,1.0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19004,181.0,Q92974,,,,,,,0.1,89,15,,,,1.0,88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
19005,181.0,Q86Z02,,,,,,,0.1,97,12,,,,1.0,78,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
19006,181.0,Q9H2X6,,,,,,,0.1,95,6,,,,1.0,54,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
19007,181.0,Q9H422,,,,,,,0.1,111,6,,,,1.0,98,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
19008,181.0,Q9Y4R8,,,,,,,0.1,16,4,,,,1.0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
19009,181.0,Q13177,,,,,,,0.1,108,5,,,,1.0,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
19010,181.0,O96013,,,,,,,0.1,68,4,,,,1.0,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
19011,181.0,Q9NQU5,,,,,,,0.1,82,2,,,,1.0,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
19012,181.0,Q13177,,,,,,,0.1,112,2,,,,1.0,79,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
19013,181.0,Q13188,,,,,,,0.1,104,15,,,,1.0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19014,181.0,Q9P289,,,,,,,0.1,87,3,,,,1.0,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
19015,181.0,Q8N4C8,,,,,,,0.1,92,12,,,,1.0,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
19016,181.0,Q8N4C8,,,,,,,0.1,101,13,,,,1.0,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
19017,181.0,Q13233,,,,,,,0.1,62,0,,,,1.0,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
19018,181.0,P80192,,,,,,,0.1,40,4,,,,1.0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19019,181.0,Q16584,,,,,,,0.1,55,1,,,,1.0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
19020,181.0,Q7L7X3,,,,,,,0.1,120,1,,,,1.0,76,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
19021,181.0,O14649,,,,,,,0.1,94,1,,,,1.0,113,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
19022,181.0,P27448,,,,,,,0.1,57,0,,,,1.0,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
19023,181.0,Q9NWZ3,,,,,,,0.1,77,1,,,,1.0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
19024,342.0,Q96SB4,,,,,,,,,,,,,1.0,95,9,,,,,,,10.0,98,9,,,,,,,,,,,,,,,,,,
19025,342.0,Q92974,,,,,,,,,,,,,1.0,115,4,,,,,,,10.0,98,7,,,,,,,,,,,,,,,,,,
19026,342.0,Q9NZJ5,,,,,,,,,,,,,1.0,97,8,,,,,,,10.0,99,1,,,,,,,,,,,,,,,,,,
19027,342.0,Q86Z02,,,,,,,,,,,,,1.0,96,13,,,,,,,10.0,98,7,,,,,,,,,,,,,,,,,,
19028,342.0,Q9H2X6,,,,,,,,,,,,,1.0,95,7,,,,,,,10.0,99,6,,,,,,,,,,,,,,,,,,
19029,342.0,Q9H422,,,,,,,,,,,,,1.0,125,1,,,,,,,10.0,74,4,,,,,,,,,,,,,,,,,,
19030,342.0,Q9Y4R8,,,,,,,,,,,,,1.0,101,18,,,,,,,10.0,88,2,,,,,,,,,,,,,,,,,,
19031,342.0,Q13177,,,,,,,,,,,,,1.0,89,5,,,,,,,10.0,75,0,,,,,,,,,,,,,,,,,,
19032,342.0,O96013,,,,,,,,,,,,,1.0,94,10,,,,,,,10.0,86,14,,,,,,,,,,,,,,,,,,
19033,342.0,Q9NQU5,,,,,,,,,,,,,1.0,102,10,,,,,,,10.0,86,7,,,,,,,,,,,,,,,,,,
19034,342.0,Q13177,,,,,,,,,,,,,1.0,89,3,,,,,,,10.0,92,6,,,,,,,,,,,,,,,,,,
19035,342.0,Q13188,,,,,,,,,,,,,1.0,110,5,,,,,,,10.0,103,3,,,,,,,,,,,,,,,,,,
19036,342.0,Q9P289,,,,,,,,,,,,,1.0,96,13,,,,,,,10.0,98,10,,,,,,,,,,,,,,,,,,
19037,342.0,Q9P289,,,,,,,,,,,,,1.0,99,6,,,,,,,10.0,118,2,,,,,,,,,,,,,,,,,,
19038,342.0,Q8N4C8,,,,,,,,,,,,,1.0,102,2,,,,,,,10.0,64,8,,,,,,,,,,,,,,,,,,
19039,342.0,Q8IVH8,,,,,,,,,,,,,1.0,103,25,,,,,,,10.0,95,19,,,,,,,,,,,,,,,,,,
19040,342.0,Q9Y4K4,,,,,,,,,,,,,1.0,100,2,,,,,,,10.0,38,13,,,,,,,,,,,,,,,,,,
19041,342.0,Q8N4C8,,,,,,,,,,,,,1.0,118,11,,,,,,,10.0,101,12,,,,,,,,,,,,,,,,,,
19042,342.0,Q13233,,,,,,,,,,,,,1.0,86,26,,,,,,,10.0,75,16,,,,,,,,,,,,,,,,,,
19043,342.0,P80192,,,,,,,,,,,,,1.0,84,6,,,,,,,10.0,57,4,,,,,,,,,,,,,,,,,,
19044,342.0,Q16584,,,,,,,,,,,,,1.0,98,16,,,,,,,10.0,63,5,,,,,,,,,,,,,,,,,,
19045,342.0,Q15569,,,,,,,,,,,,,1.0,111,34,,,,,,,10.0,97,14,,,,,,,,,,,,,,,,,,
19046,342.0,Q7L7X3,,,,,,,,,,,,,1.0,102,5,,,,,,,10.0,101,9,,,,,,,,,,,,,,,,,,
19047,342.0,O14649,,,,,,,,,,,,,1.0,135,25,,,,,,,10.0,122,8,,,,,,,,,,,,,,,,,,
19048,342.0,P27448,,,,,,,,,,,,,1.0,90,3,,,,,,,10.0,79,5,,,,,,,,,,,,,,,,,,
19049,342.0,P51617,,,,,,,,,,,,,1.0,94,4,,,,,,,10.0,87,16,,,,,,,,,,,,,,,,,,
19050,342.0,Q9NWZ3,,,,,,,,,,,,,1.0,93,0,,,,,,,10.0,72,3,,,,,,,,,,,,,,,,,,
19051,342.0,O43353,,,,,,,,,,,,,1.0,104,4,,,,,,,10.0,85,0,,,,,,,,,,,,,,,,,,
19052,342.0,O95747,,,,,,,,,,,,,1.0,107,8,,,,,,,10.0,108,12,,,,,,,,,,,,,,,,,,
19053,342.0,P33981,,,,,,,,,,,,,1.0,86,6,,,,,,,10.0,76,2,,,,,,,,,,,,,,,,,,
19054,342.0,O75716,,,,,,,,,,,,,1.0,102,4,,,,,,,10.0,102,10,,,,,,,,,,,,,,,,,,
19055,342.0,Q9H4A3,,,,,,,,,,,,,1.0,98,4,,,,,,,10.0,95,4,,,,,,,,,,,,,,,,,,
19056,342.0,O75385,,,,,,,,,,,,,1.0,111,2,,,,,,,10.0,103,8,,,,,,,,,,,,,,,,,,
19057,342.0,Q8IYT8,,,,,,,,,,,,,1.0,102,4,,,,,,,10.0,91,1,,,,,,,,,,,,,,,,,,
19058,342.0,P36897,,,,,,,,,,,,,1.0,106,14,,,,,,,10.0,103,2,,,,,,,,,,,,,,,,,,
19059,342.0,Q14247,,,,,,,,,,,,,1.0,74,10,,,,,,,10.0,50,2,,,,,,,,,,,,,,,,,,
19060,342.0,Q13501,,,,,,,,,,,,,1.0,63,33,,,,,,,10.0,72,6,,,,,,,,,,,,,,,,,,
19061,342.0,P67870,,,,,,,,,,,,,1.0,96,6,,,,,,,10.0,84,1,,,,,,,,,,,,,,,,,,
19062,342.0,P07947,,,,,,,,,,,,,1.0,97,5,,,,,,,10.0,65,3,,,,,,,,,,,,,,,,,,
19063,342.0,P53004,,,,,,,,,,,,,1.0,111,4,,,,,,,10.0,114,3,,,,,,,,,,,,,,,,,,
19064,342.0,Q06187,,,,,,,,,,,,,1.0,88,10,,,,,,,10.0,91,6,,,,,,,,,,,,,,,,,,
19065,342.0,O60674,,,,,,,,,,,,,1.0,93,9,,,,,,,10.0,85,3,,,,,,,,,,,,,,,,,,
19066,342.0,P43405,,,,,,,,,,,,,1.0,105,7,,,,,,,10.0,89,1,,,,,,,,,,,,,,,,,,
19067,342.0,P43403,,,,,,,,,,,,,1.0,134,5,,,,,,,10.0,102,6,,,,,,,,,,,,,,,,,,
19068,342.0,Q02763,,,,,,,,,,,,,1.0,109,11,,,,,,,10.0,88,2,,,,,,,,,,,,,,,,,,
19069,342.0,Q9UGK3,,,,,,,,,,,,,1.0,99,7,,,,,,,10.0,73,10,,,,,,,,,,,,,,,,,,
19070,342.0,P29317,,,,,,,,,,,,,1.0,90,7,,,,,,,10.0,104,1,,,,,,,,,,,,,,,,,,
19071,342.0,P54764,,,,,,,,,,,,,1.0,102,11,,,,,,,10.0,98,17,,,,,,,,,,,,,,,,,,
19072,342.0,P54762,,,,,,,,,,,,,1.0,96,25,,,,,,,10.0,95,9,,,,,,,,,,,,,,,,,,
19073,342.0,P29323,,,,,,,,,,,,,1.0,104,0,,,,,,,10.0,106,18,,,,,,,,,,,,,,,,,,
19074,342.0,P54753,,,,,,,,,,,,,1.0,98,10,,,,,,,10.0,110,21,,,,,,,,,,,,,,,,,,
19075,342.0,P54760,,,,,,,,,,,,,1.0,113,11,,,,,,,10.0,105,2,,,,,,,,,,,,,,,,,,
19076,342.0,P11362,,,,,,,,,,,,,1.0,106,5,,,,,,,10.0,96,0,,,,,,,,,,,,,,,,,,
19077,342.0,Q15303,,,,,,,,,,,,,1.0,23,10,,,,,,,10.0,16,2,,,,,,,,,,,,,,,,,,
19078,342.0,P08069,,,,,,,,,,,,,1.0,119,32,,,,,,,10.0,91,17,,,,,,,,,,,,,,,,,,
19079,342.0,P35568,,,,,,,,,,,,,1.0,89,3,,,,,,,10.0,102,23,,,,,,,,,,,,,,,,,,
19080,342.0,P14616,,,,,,,,,,,,,1.0,122,2,,,,,,,10.0,100,0,,,,,,,,,,,,,,,,,,
19081,342.0,P04629,,,,,,,,,,,,,1.0,139,47,,,,,,,10.0,81,9,,,,,,,,,,,,,,,,,,
19082,342.0,Q16832,,,,,,,,,,,,,1.0,112,4,,,,,,,10.0,98,11,,,,,,,,,,,,,,,,,,
19083,342.0,P17948,,,,,,,,,,,,,1.0,96,13,,,,,,,10.0,88,7,,,,,,,,,,,,,,,,,,
19084,342.0,P16234,,,,,,,,,,,,,1.0,93,8,,,,,,,10.0,84,4,,,,,,,,,,,,,,,,,,
19085,342.0,Q9BXM7,,,,,,,,,,,,,1.0,106,5,,,,,,,10.0,94,11,,,,,,,,,,,,,,,,,,
19086,342.0,Q02750,,,,,,,,,,,,,1.0,119,13,,,,,,,10.0,94,6,,,,,,,,,,,,,,,,,,
19087,342.0,P36507,,,,,,,,,,,,,1.0,75,14,,,,,,,10.0,72,7,,,,,,,,,,,,,,,,,,
19088,342.0,P52564,,,,,,,,,,,,,1.0,92,5,,,,,,,10.0,97,11,,,,,,,,,,,,,,,,,,
19089,342.0,P27361,,,,,,,,,,,,,1.0,100,3,,,,,,,10.0,85,0,,,,,,,,,,,,,,,,,,
19090,342.0,P28482,,,,,,,,,,,,,1.0,107,4,,,,,,,10.0,91,4,,,,,,,,,,,,,,,,,,
19091,342.0,Q13164,,,,,,,,,,,,,1.0,99,6,,,,,,,10.0,99,3,,,,,,,,,,,,,,,,,,
19092,342.0,P45983,,,,,,,,,,,,,1.0,79,10,,,,,,,10.0,86,5,,,,,,,,,,,,,,,,,,
19093,342.0,P45984,,,,,,,,,,,,,1.0,97,1,,,,,,,10.0,95,10,,,,,,,,,,,,,,,,,,
19094,342.0,P53779,,,,,,,,,,,,,1.0,93,11,,,,,,,10.0,80,3,,,,,,,,,,,,,,,,,,
19095,342.0,p38 alpha MAPK,,,,,,,,,,,,,1.0,100,23,,,,,,,10.0,95,17,,,,,,,,,,,,,,,,,,
19096,342.0,p38 beta MAPK,,,,,,,,,,,,,1.0,106,1,,,,,,,10.0,105,6,,,,,,,,,,,,,,,,,,
19097,342.0,p38 gamma MAPK,,,,,,,,,,,,,1.0,106,1,,,,,,,10.0,101,7,,,,,,,,,,,,,,,,,,
19098,342.0,p38 delta MAPK,,,,,,,,,,,,,1.0,98,16,,,,,,,10.0,84,11,,,,,,,,,,,,,,,,,,
19099,342.0,Q8TD08,,,,,,,,,,,,,1.0,99,4,,,,,,,10.0,86,8,,,,,,,,,,,,,,,,,,
19100,342.0,Q8TDC3,,,,,,,,,,,,,1.0,99,2,,,,,,,10.0,88,9,,,,,,,,,,,,,,,,,,
19101,342.0,Q8IWQ3,,,,,,,,,,,,,1.0,85,14,,,,,,,10.0,71,6,,,,,,,,,,,,,,,,,,
19102,342.0,O15530,,,,,,,,,,,,,1.0,105,17,,,,,,,10.0,104,4,,,,,,,,,,,,,,,,,,
19103,342.0,PKB alpha ,,,,,,,,,,,,,1.0,109,7,,,,,,,10.0,93,8,,,,,,,,,,,,,,,,,,
19104,342.0,PKB beta ,,,,,,,,,,,,,1.0,87,1,,,,,,,10.0,92,2,,,,,,,,,,,,,,,,,,
19105,342.0,O00141,,,,,,,,,,,,,1.0,99,28,,,,,,,10.0,88,2,,,,,,,,,,,,,,,,,,
19106,342.0,P23443,,,,,,,,,,,,,1.0,109,10,,,,,,,10.0,91,10,,,,,,,,,,,,,,,,,,
19107,342.0,P23677,,,,,,,,,,,,,1.0,107,4,,,,,,,10.0,90,2,,,,,,,,,,,,,,,,,,
19108,342.0,ROCK 2,,,,,,,,,,,,,1.0,87,1,,,,,,,10.0,73,3,,,,,,,,,,,,,,,,,,
19109,342.0,Q16513,,,,,,,,,,,,,1.0,115,5,,,,,,,10.0,86,14,,,,,,,,,,,,,,,,,,
19110,342.0,PKC alpha ,,,,,,,,,,,,,1.0,98,7,,,,,,,10.0,100,4,,,,,,,,,,,,,,,,,,
19111,342.0,PKC gamma ,,,,,,,,,,,,,1.0,79,22,,,,,,,10.0,98,27,,,,,,,,,,,,,,,,,,
19112,342.0,PKC zeta ,,,,,,,,,,,,,1.0,94,7,,,,,,,10.0,86,4,,,,,,,,,,,,,,,,,,
19113,342.0,Q15139,,,,,,,,,,,,,1.0,105,15,,,,,,,10.0,86,4,,,,,,,,,,,,,,,,,,
19114,342.0,Q9BYT3,,,,,,,,,,,,,1.0,101,2,,,,,,,10.0,93,2,,,,,,,,,,,,,,,,,,
19115,342.0,P05556,,,,,,,,,,,,,1.0,92,16,,,,,,,10.0,92,14,,,,,,,,,,,,,,,,,,
19116,342.0,Q9BUB5,,,,,,,,,,,,,1.0,112,6,,,,,,,10.0,114,5,,,,,,,,,,,,,,,,,,
19117,342.0,Q9HBH9,,,,,,,,,,,,,1.0,96,6,,,,,,,10.0,85,5,,,,,,,,,,,,,,,,,,
19118,342.0,MAPKAP-K2 ,,,,,,,,,,,,,1.0,108,4,,,,,,,10.0,107,18,,,,,,,,,,,,,,,,,,
19119,342.0,Q16644,,,,,,,,,,,,,1.0,97,5,,,,,,,10.0,91,1,,,,,,,,,,,,,,,,,,
19120,342.0,Q8IW41,,,,,,,,,,,,,1.0,96,7,,,,,,,10.0,87,7,,,,,,,,,,,,,,,,,,
19121,342.0,CAMKK beta ,,,,,,,,,,,,,1.0,99,4,,,,,,,10.0,86,1,,,,,,,,,,,,,,,,,,
19122,342.0,Q8IU85,,,,,,,,,,,,,1.0,101,14,,,,,,,10.0,82,3,,,,,,,,,,,,,,,,,,
19123,342.0,SmMLCK,,,,,,,,,,,,,1.0,102,19,,,,,,,10.0,84,11,,,,,,,,,,,,,,,,,,
19124,342.0,O60285,,,,,,,,,,,,,1.0,95,9,,,,,,,10.0,80,2,,,,,,,,,,,,,,,,,,
19125,342.0,P53355,,,,,,,,,,,,,1.0,104,17,,,,,,,10.0,90,1,,,,,,,,,,,,,,,,,,
19126,342.0,O14757,,,,,,,,,,,,,1.0,87,8,,,,,,,10.0,78,13,,,,,,,,,,,,,,,,,,
19127,342.0,O96017,,,,,,,,,,,,,1.0,81,3,,,,,,,10.0,44,2,,,,,,,,,,,,,,,,,,
19128,342.0,GSK3 beta ,,,,,,,,,,,,,1.0,87,10,,,,,,,10.0,90,4,,,,,,,,,,,,,,,,,,
19129,342.0,CDK2-Cyclin A,,,,,,,,,,,,,1.0,114,11,,,,,,,10.0,100,6,,,,,,,,,,,,,,,,,,
19130,342.0,CDK9-Cyclin T1,,,,,,,,,,,,,1.0,82,9,,,,,,,10.0,99,8,,,,,,,,,,,,,,,,,,
19131,342.0,P53350,,,,,,,,,,,,,1.0,106,5,,,,,,,10.0,100,4,,,,,,,,,,,,,,,,,,
19132,342.0,Aurora A,,,,,,,,,,,,,1.0,100,12,,,,,,,10.0,107,8,,,,,,,,,,,,,,,,,,
19133,342.0,Aurora B,,,,,,,,,,,,,1.0,88,14,,,,,,,10.0,60,15,,,,,,,,,,,,,,,,,,
19134,342.0,Q9UKI8,,,,,,,,,,,,,1.0,100,1,,,,,,,10.0,85,7,,,,,,,,,,,,,,,,,,
19135,342.0,Q15831,,,,,,,,,,,,,1.0,87,8,,,,,,,10.0,104,13,,,,,,,,,,,,,,,,,,
19136,342.0,AMPK (hum),,,,,,,,,,,,,1.0,114,8,,,,,,,10.0,112,23,,,,,,,,,,,,,,,,,,
19137,342.0,Q9P0L2,,,,,,,,,,,,,1.0,89,2,,,,,,,10.0,87,3,,,,,,,,,,,,,,,,,,
19138,342.0,Q7KZI7,,,,,,,,,,,,,1.0,98,2,,,,,,,10.0,91,8,,,,,,,,,,,,,,,,,,
19139,342.0,P27448,,,,,,,,,,,,,1.0,110,38,,,,,,,10.0,87,15,,,,,,,,,,,,,,,,,,
19140,342.0,Q96L34,,,,,,,,,,,,,1.0,90,3,,,,,,,10.0,76,7,,,,,,,,,,,,,,,,,,
19141,342.0,Q8TDC3,,,,,,,,,,,,,1.0,111,9,,,,,,,10.0,112,6,,,,,,,,,,,,,,,,,,
19142,342.0,Q8IWQ3,,,,,,,,,,,,,1.0,86,7,,,,,,,10.0,87,14,,,,,,,,,,,,,,,,,,
19143,342.0,Q14680,,,,,,,,,,,,,1.0,86,13,,,,,,,10.0,91,3,,,,,,,,,,,,,,,,,,
19144,342.0,O60285,,,,,,,,,,,,,1.0,96,5,,,,,,,10.0,103,10,,,,,,,,,,,,,,,,,,
19145,342.0,Q9H0K1,,,,,,,,,,,,,1.0,101,8,,,,,,,10.0,76,7,,,,,,,,,,,,,,,,,,
19146,342.0,Q9Y2K2,,,,,,,,,,,,,1.0,88,9,,,,,,,10.0,74,15,,,,,,,,,,,,,,,,,,
19147,342.0,Q9BXA7,,,,,,,,,,,,,1.0,94,6,,,,,,,10.0,86,7,,,,,,,,,,,,,,,,,,
19148,342.0,CK1 gamma 2,,,,,,,,,,,,,1.0,98,1,,,,,,,10.0,108,4,,,,,,,,,,,,,,,,,,
19149,342.0,CK1 delta ,,,,,,,,,,,,,1.0,93,2,,,,,,,10.0,97,6,,,,,,,,,,,,,,,,,,
